image_id	region_id	caption	scene_graph
2396956	901749	people attending a motorcycle show	( people , around , motorcycle )
2341477	3552023	but the middle woman has a bit of red orange on her skis, so she matches both sides!	( woman , wear , skis ) , ( skis , is , red ) , ( skis , is , orange ) , ( woman , match , both sides )
2356812	2819974	white sign with black lettering on building	( sign , have , lettering ) , ( sign , on , building ) , ( lettering , is , black ) , ( sign , is , white )
2369283	2224759	books stacked on a shelf	( books , p:stack , on , shelf )
2375175	1746254	white color wall tiles	( wall , have , tiles ) , ( tiles , is , white )
2364887	2434472	black car with letters on it	( car , with , letters )
2389164	1276577	plane flying through the air	( plane , fly , through , air )
2379019	1563278	a man inside a retail store .	( man , inside , retail store )
2396272	934767	inside of a restauant	( restaurant )
2407231	351760	tall tree lining walkway .	( tree , line , walkway )
2359968	2669500	sidewalk next to building .	( sidewalk , next to , building )
2343811	3440194	the man is driving the bag	( man , drive , bag )
4087	5908953	the picture hanging on the wall	( picture , hang , on , wall )
2349229	3182117	a man talking to little boy .	( boy , is , little ) , ( man , talk , to , boy )
2368282	2272122	three people sitting on a bench	( people , sit , on , bench ) , ( people , is , 3 )
4310	5144292	fighter jet on the tarmac	( jet , is , fighter ) , ( jet , on , tarmac )
2396070	944337	white structure with attached bench , used by watchers .	( bench , p:attach , with , structure ) , ( watchers , use , bench ) , ( structure , is , white )
2378118	1606257	his suit has a triangular logo on it	( logo , is , triangular ) , ( logo , on , suit )
2376416	1686829	elephant 's tail i swaying	( elephant , have , tail )
2344354	3414439	cord wrapped around mouse	( cord , p:wrap , around , mouse )
2335647	3675948	bird is standing on a plant	( bird , stand , on , plant )
2323153	4626948	brown cow grazing in pasture	( cow , is , brown ) , ( cow , graze , in , pasture )
2353842	2961882	crest of the wave man is on top of	( man , on top of , wave )
2390740	1200794	the ground in a giraffe exhibit .	( ground , in , giraffe exhibit )
2385456	1853264	man playing video game .	( man , play , video game )
2402992	615288	motorcycle parked on the side of the road	( motorcycle , p:park , on side of , road )
2362169	2564384	a paper bag on a step	( bag , is , paper ) , ( bag , on , step )
2402098	657786	man wears blue uniform	( man , wear , uniform ) , ( uniform , is , blue )
2352654	3018591	screen on the gas pump	( screen , on , gas pump )
2409947	221650	person wearing batting helmet and holding bat	( helmet , is , batting ) , ( person , wear , helmet ) , ( person , hold , bat )
2334329	3739051	an ipod laying on the surface	( ipod , lay , on , surface )
2391125	1181998	the window above the door	( window , above , door )
2320562	4753284	the person is skiing downhill	( person , ski , down , hill )
2349529	3167504	leather boot worn by the person	( boot , is , leather ) , ( person , wear , boot )
2390190	1227281	head of light brown teddy bear	( teddy bear , have , head ) , ( teddy bear , is , light brown )
2402988	615498	black bear in the woods	( bear , in , woods ) , ( bear , is , black )
2357396	2792614	person walking across street	( person , walk , across , street )
2340915	3578814	hazy sky over hydrant	( sky , is , hazy ) , ( sky , over , hydrant )
2413944	80327	the bus is white with many windows	( bus , with , windows ) , ( bus , is , white )
2363232	2513454	man holds his leg in air	( man , in , air ) , ( man , hold , leg )
1592595	5385140	a man driving a bus	( man , drive , bus )
2393778	1054910	fog over the mountains	( fog , over , mountains )
2350204	3135427	a skateboard in a skate park	( skateboard , in , skate park )
2369070	2234599	doughnuts lying on plate .	( doughnuts , lay , on , plate )
2387462	1357865	a large field with small trees	( trees , is , small ) , ( field , is , large ) , ( field , with , trees )
2381455	1447967	train station is outside	( station , is , outside ) , ( station , for , train )
2349312	3178072	the child 's red skis on the snow .	( child , have , skis ) , ( skis , is , red ) , ( skis , on , snow )
2342211	3516560	orange juice is inside the glass	( orange juice , inside , glass )
2368839	2245570	motor attached to boat	( motor , p:attach , to , boat )
2346853	3295560	the cat is on the table	( cat , on , table )
2372914	2051384	couches in the living room	( couches , in , living room )
2375619	1725381	all the books on the book shelf	( books , on , book shelf )
4492	5153419	net across the tennis court near the door	( net , near , door ) , ( net , across , tennis court )
2365545	2403166	two closed eyes of a cat	( cat , have , eyes ) , ( eyes , is , 2 ) , ( eyes , is , closed )
2343162	3471055	large light blue ramp sitting in water	( ramp , is , light blue ) , ( ramp , is , large ) , ( ramp , sit , in , water )
2333727	3767762	fingers wrapped around the handle of the racket	( fingers , p:wrap , around , handle ) , ( racket , have , handle )
2357497	2787717	electric wires passing above building .	( wires , is , electric ) , ( wires , pass , above , building )
2376958	1661107	a man next to a car	( man , next to , car )
2392953	1094208	the little boy standing in the ground with gloves	( boy , with , gloves ) , ( boy , is , little ) , ( boy , stand , in , ground )
2322270	4669174	woman laying on a bed	( woman , lay , on , bed )
2323675	4601828	man sitting on sidelines with white towel	( towel , is , white ) , ( man , with , towel ) , ( man , sit , on , sidelines )
2407520	337812	the aircraft is on the table	( aircraft , on , table )
2388844	1291979	man walking behind a giraffe	( man , walk , behind , giraffe )
2389032	1282878	man leaning over black railing	( man , lean , over , railing ) , ( railing , is , black )
2346435	3315557	three men playing ultimate frisbee	( men , is , 3 ) , ( men , play , ultimate frisbee )
2350798	3107126	the plane is sitting on the ground .	( plane , sit , on , ground )
2323921	4590115	open backed shelves are under the televisions .	( shelves , under , televisions ) , ( shelves , is , open backed )
2378782	1574444	man wearing black hat	( man , wear , hat ) , ( hat , is , black )
2398537	825559	the sunlight is a very , very light orange	( orange , is , light ) , ( sunlight , is , orange )
2389324	1268978	group of zebras in grass	( zebras , is , group of ) , ( zebras , in , grass )
2401949	961756	the building has a balcony	( building , have , balcony )
2342942	3481719	blue and black jacket tied around the womans waist	( jacket , is , blue ) , ( jacket , p:tie , around , waist ) , ( jacket , is , black ) , ( woman , have , waist )
2316035	4770585	the boy holding the tennis racket	( boy , hold , tennis racket )
2374749	1962647	beautiful adult dog with black nose	( dog , with , nose ) , ( dog , is , adult ) , ( nose , is , black ) , ( dog , is , beautiful )
2361328	2604651	a black back to a chair	( chair , have , back ) , ( back , is , black )
2319669	4393544	chain link fence with gatorade cups stuck in it .	( fence , is , chain link ) , ( cups , p:stick , in , fence )
150294	535	a person standing by a trolly-crossing sign	( person , stand , by , sign )
2324324	4570882	black wires are on the floor	( wires , is , black ) , ( wires , on , floor )
2345572	3356877	a cat under an umbrella	( cat , under , umbrella )
2376731	1671777	elephant walking through the dry brush	( brush , is , dry ) , ( elephant , walk , through , brush )
2401922	664124	three rolls of ribbon	( roll , is , 3 ) , ( ribbon , have , roll )
2394743	1008658	people riding horses .	( people , ride , horses )
36	5240	a container is on the cooker	( container , on , cooker )
2378009	1611396	man carrying black luggage .	( man , carry , luggage ) , ( luggage , is , black )
2317749	4485956	pillars under the balcony	( pillars , under , balcony )
2381741	1434370	frame surrounding the sign	( frame , surround , sign )
2377033	1657657	dirt around home plate	( dirt , around , home plate )
2403804	576613	people wearing baseball cloths	( people , wear , clothes ) , ( clothes , is , baseball )
2376260	1694504	leaf resting against a tray	( leaf , rest , against , tray )
4831	5170345	wood chairs and tables overlooking ocean	( tables , is , wooden ) , ( chairs , is , wooden ) , ( chairs , in front of , ocean ) , ( tables , in front of , ocean )
713427	5695657	a young boy catching a frisbee	( boy , is , young ) , ( boy , catch , frisbee )
2403799	576796	top green sign coming off a gray pole .	( sign , is , green ) , ( sign , on top of , pole ) , ( pole , is , gray )
2382399	1402950	a crowd watches the dog	( crowd , watch , dog )
2369586	2210314	white items on top of brown surface	( surface , is , brown ) , ( items , is , white ) , ( items , on top of , surface )
2409787	229212	a long bus in a rural area	( area , is , rural ) , ( bus , in , area ) , ( bus , is , long )
2391716	1153515	a picture is hanging on the wall	( picture , hang , on , wall )
2402154	654989	a train .	( train )
2343855	3438181	a player is catching a ball	( player , catch , ball )
2346621	3306750	the girl is talking on the phone .	( girl , talk , on , phone )
2355391	2888145	dog bed from kirkland laying on floor	( dog bed , is , kirkland ) , ( dog bed , lay , on , floor )
2386670	1796102	thick ham pieces in bread	( ham , in , bread ) , ( ham , is , pieces ) , ( ham , is , thick )
2403286	601008	white dish over a brown table	( table , is , brown ) , ( dish , over , table ) , ( dish , is , white )
2411710	478024	american flag on top of tower	( american flag , on top of , tower )
2320447	5429215	cows in a field .	( cows , in , field )
2403923	570934	the dog has a green collar	( dog , have , collar ) , ( collar , is , green )
2403305	600189	two athletes playing football	( athletes , is , 2 ) , ( athletes , play , football )
2357863	2770274	a hand holding a fork with food	( food , with , fork ) , ( hand , hold , fork )
2333609	3773327	sailboats in the ocean .	( sailboats , in , ocean )
2408544	289016	the little girl is in a pink snowsuit	( girl , is , little ) , ( girl , in , snowsuit ) , ( snowsuit , is , pink )
2379760	1528238	person standing at grill	( person , stand , at , grill )
2396247	935978	the suns rays shinning through the clouds	( rays , shine , through , clouds ) , ( suns , have , rays )
2388780	1294983	part of thehill is grassy with yellow flowers	( hill , with , flowers ) , ( hill , is , part ) , ( flowers , is , yellow ) , ( hill , is , grassy )
2345056	3381726	red buoy floating on water	( buoy , is , red ) , ( buoy , float , on , water )
2365560	2402521	a red card next to wall .	( card , next to , wall ) , ( card , is , red )
2371506	2118751	gravel in between the train tracks	( gravel , between , train tracks )
2326605	4262020	a guy and a woman standing	( woman , is , standing ) , ( person , is , standing )
2337307	3950951	standing couple facing plane	( couple , is , standing ) , ( couple , face , plane )
2319907	4382085	white snow in the trees	( snow , in , trees ) , ( snow , is , white )
2318528	4448286	vast area of an ocean .	( ocean )
2335661	5776212	the sand on the beach is brown	( sand , on , beach ) , ( sand , is , brown )
2321336	4715860	tall tree in front of house	( tree , is , tall ) , ( tree , in front of , house )
286068	5217204	man is standing on skis	( man , stand , on , skis )
2411107	506828	person is sitting facing the television .	( person , is , sitting ) , ( person , face , television )
2401855	667179	man standing next to motor cycle	( man , stand , next to , motor cycle )
2353057	2999061	two soap dispensers mounted on wall	( soap dispensers , is , 2 ) , ( soap dispensers , p:mount , on , wall )
2344162	3423557	feet laying on the desk	( feet , lay , on , desk )
2403795	577005	fried onions on top of green vegetable	( vegetable , is , green ) , ( onions , on , vegetable ) , ( onions , is , fried )
2390327	1220689	flower bed spread on double bed	( bed spread , on , bed ) , ( bed , is , double )
2348285	3227416	a chair with an object sitting on it .	( object , sit , on , chair )
2348092	3236485	giraffes overlooking the stairs	( giraffes , overlook , stairs ) , ( giraffes , is , 3 )
1160228	5342410	partial open window on the train	( window , in , train ) , ( window , is , open )
2396278	934475	a forest of leafless trees .	( trees , is , leafless ) , ( trees , in , forest )
2397941	854566	they are wearing a ski uniform .	( people , wear , uniform ) , ( uniform , is , ski )
2381674	1437602	this is how some people carry goods from the market	( people , carry , goods ) , ( goods , from , market )
2334582	3726839	eggs with red sauce	( eggs , with , sauce ) , ( sauce , is , red )
2386263	1814787	a bear standing next to a clear creek	( creek , is , clear ) , ( bear , stand , next to , creek )
2412518	149035	man lying on a bed	( man , lay , on , bed )
2413352	108382	giraffe tastes foggy air with curled upraised black tongue	( tongue , is , upraised ) , ( tongue , is , curled ) , ( tongue , is , black ) , ( giraffe , curl , with , tongue ) , ( giraffe , eat , air ) , ( air , is , foggy )
2409900	223896	the giraffe stretches out its neck .	( giraffe , stretch , out , neck )
2395231	985541	steam coming off the fire hydrant	( steam , come , out of , fire hydrant )
2365783	2392062	head bent down to the ground	( head , p:bend , down to , ground )
2348196	3231565	a cloud covered sky	( cloud , cover , sky )
2400112	750374	paper stuck on back of sign	( paper , p:stick , on back of , sign )
2406689	377299	stove under kitchen cabinets	( stove , under , cabinets ) , ( cabinets , in , kitchen )
2354000	2954404	the man is crossing the street .	( man , cross , street )
2348994	3193446	person walking across grass field	( person , walk , across , grass field )
2358724	2729162	gravel on the ground near a train .	( gravel , on , ground ) , ( gravel , near , train )
2378251	1599895	pillow propped against the headboard	( pillow , p:prop , against , headboard )
2395953	949740	man checking his phone	( man , use , phone )
2317756	4485590	woman sits on bench	( woman , sit , on , bench )
2368555	2258927	the man is surfing in the water .	( man , surf , in , water )
2377268	1646587	person wearing green jacket .	( person , wear , jacket ) , ( jacket , is , green )
2370181	2181962	this is a bottle of wine	( bottle , have , wine )
2367599	2304926	vehicles driving down the road .	( vehicles , drive , down , road )
2352023	3048877	the man is sufing on the water	( man , surf , on , water )
2374861	1761090	baby elephant curls its trunk	( elephant , is , baby ) , ( elephant , curl , trunk )
2390685	1203360	antelope 's head lowered to the grass	( antelope , have , head ) , ( head , down to , grass )
2369444	2216912	trees and building in the background	( building , in , background ) , ( trees , in , background )
2346606	3307504	the man has an oar in his hand .	( man , have , oar ) , ( man , have , hand ) , ( oar , in , hand )
2325290	4324731	paper is under the pizza	( paper , under , pizza )
2370962	2144503	woman swinging a tennis racket .	( woman , swing , tennis racquet )
2371039	2140710	the giraffes are standing together .	( giraffes )
2365609	2400197	the counter of a restaurant	( counter , in , restaurant )
2323648	4603076	white laptop is on a black shelf	( laptop , on , shelf ) , ( laptop , is , white ) , ( shelf , is , black )
2335659	3675396	bush planted in the sidewalk .	( bush , p:plant , in , sidewalk )
2364141	2469694	flowers on the roadside	( flowers , on , roadside )
2356624	2828820	gown that would be worn by a female in the late 1800 's	( female , wear , gown )
2327693	4209490	both arms are in the air .	( arms , in , air ) , ( arms , is , 2 )
2410648	188143	a man in the car is driving .	( man , in , car ) , ( man , is , driving )
2385432	1854407	wooden cabinets above the countertops .	( cabinets , above , countertops ) , ( cabinets , is , wooden )
2352806	3011294	wine glass sitting on side of pool	( glass , is , wine ) , ( glass , sit , on side of , pool )
2404280	553864	four glasses on table	( glasses , is , 4 ) , ( glasses , on , table )
2329275	5876331	the dog is lying on the couch	( dog , lay , on , couch )
3934	5125488	the window is on the large building	( window , on , building ) , ( building , is , large )
2412180	165112	people holding umbrellas at night	( people , hold , umbrellas )
2366704	2348187	a woman playing with a frisbee inside of a house	( woman , play , inside , house ) , ( woman , play , with , frisbee )
2328178	4186372	this is a dinner plate	( dinner plate )
2341052	3572220	the giraffe 's head is not in the picture .	( giraffe , have , head ) , ( head , above , picture )
2334155	3747463	chains attached to red caps	( caps , is , red ) , ( chains , p:attach , to , caps )
3520	5104822	two men together talking	( men , is , 2 ) , ( men , is , talking )
2396722	913375	three people standing on the sand	( people , is , 3 ) , ( people , stand , on , sand )
2323717	4599827	a cake in a box	( cake , in , box )
2385909	1831962	a young man doing a trick on a skateboard	( man , is , young ) , ( man , trick , on , skateboard )
2384112	1917177	trees going up the side of mountain	( trees , go , upside of , mountain )
2354919	2910586	a building with a orange roof .	( building , with , roof ) , ( roof , is , orange )
2321887	4689495	a painting is on the wall	( painting , on , wall )
2327583	4214812	a herd of animal statues lined up behind glass	( animals , is , statue ) , ( animals , in , line ) , ( animals , behind , glass )
2337024	3610668	a woman standing under umbrella	( woman , stand , under , umbrella )
2337108	3606542	the hand of a boy	( boy , have , hand )
2339880	3827904	grass in the field is bright green	( grass , in , field ) , ( grass , is , bright green )
2332860	5816186	couch little boy is sitting on	( boy , is , little ) , ( boy , sit , on , couch )
2334619	3725015	a fence behind the baseball field	( fence , behind , baseball field )
2386069	1824238	girl eating some food	( girl , eat , food )
2321534	4706365	the man has a pink shirt	( man , have , shirt ) , ( shirt , is , pink )
2388148	1325158	brick wall behind motorcycle	( wall , is , brick ) , ( wall , behind , motorcycle )
2378755	1575684	one female tennis player wearing sport tennis shoes	( tennis player , wear , tennis shoes ) , ( tennis player , is , female )
2374103	1993710	grass sticking out of the pavement	( grass , stick , out of , pavement )
2388970	1285829	man hitting a tennis ball with a tennis racket	( man , hit , tennis ball ) , ( man , have , tennis racket )
712983	5975364	man walking beside the train	( man , walk , beside , train )
2406263	397840	truck is old	( truck , is , old )
3011	5583468	man walking on courtyard	( man , walk , on , courtyard )
2348389	3222470	the horse has a white tail	( tail , is , white ) , ( horse , have , tail )
2333680	3769889	a french fry on grilled chicken	( chicken , is , grilled ) , ( french fry , on , chicken )
2327187	4233946	blue towel hanging on wall	( towel , hang , on , wall ) , ( towel , is , blue )
2344085	3427266	paper is on the counter	( paper , on , counter )
2333209	3792715	people in the bleachers .	( people , in , bleachers )
2356911	2815135	poster hanging on the wall .	( poster , hang , on , wall )
3395	5098569	two people are walking on the side walk	( people , is , 2 ) , ( people , walk , on , sidewalk )
2317503	4498090	dark green leaves on tree	( leaves , on , tree ) , ( leaves , is , dark green )
2353617	2972573	shirtless man swinging racket	( man , swing , racket ) , ( man , is , shirtless )
2415310	5469621	little girl walks in the street	( girl , is , little ) , ( girl , walk , in , street )
2353645	2971196	a group of people walking near building	( people , walk , near , building ) , ( people , is , group of )
2399895	760818	train parked next to train platform	( train , p:park , next to , train platform )
498218	5234204	the people sitting in the room	( people , sit , in , room )
2408942	270173	zebra standing in green grass	( zebra , stand , in , grass ) , ( grass , is , green )
2358587	2735836	the mountainside is snow covered .	( snow , cover , mountainside )
2319755	4389471	skis attached to the feet .	( skis , p:attach , to , feet )
2357672	2779517	person driving bus	( person , drive , bus )
2399656	772289	clock is hanging on a brick wall	( wall , is , brick ) , ( clock , hang , on , wall )
2343142	3471888	the woman is on the phone	( woman , on , phone )
2417944	4928828	boy sitting on the grass	( boy , sit , on , grass )
1160169	6034102	the left front headlights of the bus on the left .	( headlights , at the left of , bus ) , ( headlights , in front of , bus )
2532	5568657	roof of the white house across the street	( house , across , street ) , ( house , is , white ) , ( house , have , roof )
2386615	1798659	bench overgrown with weeds	( weeds , grow , under , bench )
2396680	915288	jimmy johns sandwiches on table	( sandwiches , on , table ) , ( sandwiches , is , jimmy johns )
2392117	1134298	two guys in orange t-shirts	( people , in , t-shirts ) , ( people , is , 2 ) , ( t-shirts , is , 2 ) , ( t-shirts , is , orange )
1592332	5372064	the light fixture above the mirror	( light fixture , above , mirror )
2361067	2616858	dog in mid air catching frisbee	( dog , in , mid air ) , ( dog , catch , frisbee )
2416673	4868532	an oven with food inside of it	( oven , with , food )
2415322	4803726	airplane ascending into bright sky	( airplane , ascend , into , sky ) , ( sky , is , bright )
2322089	4677706	person is standing on top of a snowboard	( person , stand , on top of , snowboard )
2352612	3020370	monkey trying to eat banana	( monkey , eat , banana )
2342889	3484215	the woman is holding the money with two hands	( hands , is , 2 ) , ( woman , with , hands ) , ( woman , hold , money )
2340258	3810326	a man holding a plastic bag	( bag , is , plastic ) , ( man , hold , bag )
2327801	4204419	a board on the back of a wooden bench	( bench , is , wooden ) , ( board , on back of , bench )
2375435	1734044	old wooden walls in the bathroom	( walls , is , wooden ) , ( walls , in , bathroom ) , ( walls , is , old )
2357683	2778953	plates on a brown wooden table	( plates , on , table ) , ( table , is , brown ) , ( table , is , wooden )
2344416	3411528	a baby elephant sandwiched by elephants	( elephant , is , sandwiched ) , ( elephants , is , baby ) , ( elephant , between , elephants )
2404852	465489	a dog is in the window .	( dog , in , window )
2371889	2100750	pole attached to bench	( pole , p:attach , to , bench )
2334700	3721067	baseball player swinging the bat	( baseball player , swing , bat )
2387458	1358072	rocks on the ground .	( rocks , on , ground )
2376195	1697667	white weeds in grass	( weeds , is , white ) , ( weeds , in , grass )
2316980	4523181	snow is on pine trees	( trees , is , pine ) , ( snow , on , trees )
2338219	3907167	person sitting in snow	( person , sit , in , snow )
2358057	2761320	a yellow flower on the table cloth .	( flower , on , table cloth ) , ( flower , is , yellow )
2322715	4647800	a yellow ball that is flying in the air	( ball , is , yellow ) , ( ball , fly , in , air )
2359018	2715195	adults and children stroll the beach	( adults , stroll , beach ) , ( children , stroll , beach ) , ( adults , next to , children )
2324166	4578455	stream of water between the grass .	( water , between , grass )
2358982	2716734	yellow lines painted on street .	( lines , is , yellow ) , ( lines , p:paint , on , street )
2390463	1214061	three women standing in kitchen preparing for tea party	( women , is , 3 ) , ( women , stand , in , kitchen )
4951	5176356	two dogs playing on the floor	( dogs , is , 2 ) , ( dogs , play , on , floor )
2412494	150195	pole supporting three traffic lights	( traffic lights , is , 3 ) , ( pole , support , traffic lights )
2383150	1366925	bed with yellow bedspread	( bedspread , is , yellow ) , ( bed , with , bedspread )
2400279	742415	the sheep are walking on grass	( sheep , walk , on , grass )
2341918	3530677	winter scene at a ski and snow board resort	( scene , is , winter ) , ( ski , in , resort ) , ( snow board , in , resort ) , ( scene , at , resort )
2339163	5725843	graffiti on a concrete wall	( graffiti , on , wall ) , ( wall , is , concrete )
2329846	4107269	the table is in between the four chairs	( chairs , is , 4 ) , ( table , between , chairs )
2358260	2751570	the skateboarder is in the air	( skateboarder , in , air )
2323834	4594323	blue writing on the side of the plane	( writing , is , blue ) , ( writing , on side of , plane )
2316190	5448126	child wearing a blue backpack	( backpack , is , blue ) , ( child , wear , backpack )
2317932	4477111	a man 's white shorts	( man , have , shorts ) , ( shorts , is , white )
2347268	3275741	baseball players dug out area	( baseball players , bat , out , area )
2407575	335196	bird sitting on a black fence .	( fence , is , black ) , ( bird , sit , on , fence )
2316440	4548636	this is a stop sign	( stop sign )
2379471	1541973	a small fridge near wall	( fridge , near , wall ) , ( fridge , is , small )
2374117	1993020	sesame street toy on the bed .	( toy , is , sesame street ) , ( toy , on , bed )
2413422	105209	buiding beside store is beige .	( building , is , beige ) , ( building , beside , store )
2335485	3683526	boats attached to wooden dock	( dock , is , wooden ) , ( boats , p:attach , to , dock )
2382910	1378548	a man holding a cricket bat	( man , grip , cricket bat )
2402224	651692	elephant is stand on green grass	( elephant , stand , on , grass ) , ( grass , is , green )
2384495	1899267	clouds covering sky	( clouds , cover , sky )
2411469	489719	female tennis player is serving a ball	( tennis player , serve , ball ) , ( tennis player , is , female )
2344586	3403972	broccoli is on the plate .	( broccoli , on , plate )
2331937	4007352	the man standing with the woman	( man , stand , with , woman )
2316635	4539283	yellow dog retrieving a green ball from water	( ball , from , water ) , ( dog , is , yellow ) , ( ball , is , green ) , ( dog , catch , ball )
2365571	2401943	the speaker is beside the computer .	( speaker , beside , computer )
2408271	302053	there are birds on a sign	( birds , on , sign )
2402095	657949	little boy standing on skateboard .	( boy , is , little ) , ( boy , stand , on , skateboard )
2414376	470499	a living room setting .	( living room )
2412333	157931	grass and dirt where the giraffes are standing .	( giraffes , stand , dirt ) , ( giraffes , stand , grass )
2372949	2049768	rusty train in a field	( train , is , rusty ) , ( train , in , field )
2371292	2128991	a man skiing on the snow	( man , ski , on , snow )
2332634	5820384	coffe pot on table	( coffee pot , on , table )
2352524	3024637	three horses in a field	( horses , in , field ) , ( horses , is , 3 )
2394804	1005640	a giraffe standing next to a fence	( giraffe , is , standing ) , ( giraffe , next to , fence )
2399477	781000	a plate on top of a table .	( plate , on top of , table )
2345068	3381122	dog curled up on its bed	( dog , is , curled up ) , ( dog , on , bed )
2367177	2325281	a tennis racket in the hand	( tennis racket , in , hand )
2372573	2067637	one of three panda bear sitting on table	( panda , sit , on , table )
2381052	1466904	large letter written on wall	( letter , p:write , on , wall ) , ( letter , is , large )
2319172	4417454	art is on the wall	( art , on , wall )
2356410	2838907	the highway is congested with traffic	( traffic , gather , on , highway )
2339451	3848218	the table is in the room	( table , in , room )
2347704	3254837	the bananas are yellow .	( bananas , is , yellow )
2402452	640844	chicken and broccoli mix	( chicken , p:mix , with , broccoli )
2336945	3614334	red kite high in the sky .	( kite , is , high ) , ( kite , in , sky ) , ( kite , is , red )
2333941	3757549	green pole with white letters saying livermore	( letters , is , white ) , ( letters , on , pole ) , ( pole , is , green )
2333261	3790212	dinner on a table	( dinner , on , table )
2369866	2196980	hand crossed over extended arm	( hand , cross , over , arm ) , ( arm , is , extended )
2315885	5455685	water in the air	( water , in , air )
2343042	3476728	this cow is facing the camera	( cow , face , camera )
2353253	2989871	trees are behind the sheep .	( trees , behind , sheep )
2355080	2903054	white cloud in the sky	( cloud , in , sky ) , ( cloud , is , white )
2397578	872032	a woman is wearing a blue jacket .	( jacket , is , blue ) , ( woman , wear , jacket )
2357324	2796016	people walking on the grass	( people , walk , on , grass )
2410474	196282	girl holding a tennis racquet	( girl , hold , tennis racquet )
2403130	608519	cow laying on street	( cow , lay , on , street )
2336345	3642768	white hash marks on road	( marks , is , white ) , ( marks , is , hash ) , ( marks , on , road )
2361928	2575827	it is the eye of the bear	( bear , have , eye )
2412623	143931	five small boats are on the beach	( boats , on , beach ) , ( boats , is , small ) , ( boats , is , 5 )
2324007	4586174	wheels under a plane .	( wheels , under , plane )
2342152	3519457	woman leaning on the bench .	( woman , lean , on , bench )
2397412	879855	a road behind the stop sign .	( road , behind , stop sign )
2389905	1240970	patch of dirt around the fire hydrant	( dirt , is , patch ) , ( dirt , around , fire hydrant )
2391630	1157597	bowls on the counter	( bowls , on , counter )
2364813	2438083	mane of a zebra	( zebra , have , mane )
2394523	1019433	muddy path by fence	( path , by , fence ) , ( path , is , muddy )
2403622	585157	boys is trying to catch the frisbee .	( boys , catch , frisbee )
2411795	183013	papers spread on pink inflatable-looking object	( object , is , pink ) , ( papers , p:spread , on , object ) , ( object , is , inflatable-looking )
2353702	2968531	a large field of snow	( field , is , large ) , ( field , have , snow )
2392563	1113209	three people sitting at a picnic table .	( people , is , 3 ) , ( people , sit , at , picnic table )
2365716	2395220	street sign labeling storholt	( street sign )
339	4945768	vehicles going down the street	( vehicles , go , down , street )
2369766	2201789	utensil on side of round plate	( utensil , is , round ) , ( utensil , on side of , plate )
2395698	963723	dry hilly area of the mountain	( mountain , have , hill ) , ( hill , is , dry )
2362895	2529637	men wearing black uniform	( uniform , is , black ) , ( men , wear , uniform )
2412119	167866	a mesh fence surrounds the field	( mesh fence , surround , field )
2356063	2855637	people looking at animals .	( people , look , at , animals )
2352066	3046801	an elephant standing on a stool with a woman on it's back	( elephant , stand , on , stool ) , ( woman , on back of , elephant )
2322872	4640257	man sitting at a table .	( table , sit , at , man )
2406532	384947	the nose of the white plane .	( plane , have , nose ) , ( plane , is , white )
2354933	2909912	the man has a backpack	( man , have , backpack )
2356670	2826667	a bench on side the road	( bench , on side of , road )
2336621	3629760	left hand holding raquet	( left hand , hold , racket )
2351998	3050140	a chair is under the table	( chair , under , table )
2358831	2723917	snow falling on a beach	( snow , fall , on , beach )
2416148	5484966	gravel by the road	( gravel , by , road )
2406879	368475	brown stuffed animal sitting in large chair .	( animal , sit , in , chair ) , ( chair , is , large ) , ( animal , is , brown ) , ( animal , is , stuffed )
2403184	606019	two zebras grazing on grass	( zebras , is , 2 ) , ( zebras , graze , on , grass )
2634	5060535	moss on the rock	( moss , on , rock )
2328348	5890006	white curtains hanging in white window	( curtains , is , white ) , ( curtains , hang , in , window ) , ( window , is , white )
2413895	82775	cat standing on bed	( cat , stand , on , bed )
2406828	370892	green trees surrounding a pasture	( trees , surround , pasture ) , ( trees , is , green )
2318710	4439426	a tail with long black hairs	( tail , with , hairs ) , ( hairs , is , black ) , ( hairs , is , long )
2357845	2771128	blue shopping cart beside yellow fire hydrant	( shopping cart , is , blue ) , ( fire hydrant , is , yellow ) , ( shopping cart , beside , fire hydrant )
2409139	260545	pretty bird sitting on a strong horse .	( bird , sit , on , horse ) , ( bird , is , pretty ) , ( horse , is , strong )
2371273	2129858	cows standing in a field	( cows , stand , in , field )
2407840	322529	there is trash on the floor	( trash , on , floor )
2361655	2588928	star wars lightsaber in hand	( lightsaber , in , hand ) , ( lightsaber , is , star wars )
2368196	2276329	man wearing blue long shorts with white stripes	( stripes , is , white ) , ( shorts , is , long ) , ( man , wear , shorts ) , ( shorts , is , blue ) , ( shorts , with , stripes )
2338721	3883195	a man and a dog on a motorcycle	( man , on , motorcycle ) , ( dog , on , motorcycle )
2370888	2147809	curtains covering a window	( curtains , cover , window )
2365537	2403569	gray horse hanging his head over the fence	( head , hang , over , fence ) , ( horse , is , gray ) , ( horse , have , head )
3944	5126018	green grass covering the ground	( grass , is , green ) , ( grass , cover , ground )
2398211	841680	a woman playing with the baby	( woman , play , with , baby )
713210	5257023	the bowl on the table	( bowl , on , table )
2352922	3005683	fruit is on a table	( fruit , on , table )
2406110	405254	group of men sitting at table with laptops .	( men , sit , at , table ) , ( laptops , on top of , table ) , ( men , is , group of )
2378397	1592933	there are no clouds in the sky	( clouds , in , sky )
